JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,Age,Assignments_Completed
142,12,99,3,11.9,15,1
133,0,72,3,13.8,18,1
170,15,96,2,17.2,16,1
202,19,86,4,18.5,17,1
125,13,69,2,14.1,18,1
123,21,70,3,6,16,1
142,35,82,1,13.2,15,5
148,19,79,2,8.2,22,2
199,20,73,3,12.8,16,2
197,19,70,1,6.5,17,1
184,22,77,2,11.7,19,1
151,10,85,2,16.5,22,3
271,29,90,4,10.3,21,2
229,28,83,2,0,19,2
229,26,90,2,0.2,15,2
156,22,93,3,7.7,20,1
119,19,85,1,11.3,17,2
118,0,80,1,9,17,1
178,26,93,2,8.3,22,1
268,21,81,2,9.2,18,3
289,19,89,2,6.5,22,2
126,6,79,3,9.4,22,1
149,21,71,3,11.9,19,1
288,27,87,4,14.9,18,1
132,1,62,3,12.8,17,1
182,25,100,4,5.8,15,1
215,10,78,1,9.7,22,1
125,17,96,3,9,22,2
207,24,87,2,11.1,20,3
227,32,93,2,14.8,19,4
248,40,84,3,10.4,21,5
121,3,83,1,15.8,18,1
127,15,88,1,16,15,1
122,13,87,3,4.4,17,1
217,27,94,3,11.7,22,2
229,26,84,3,13.2,22,2
176,17,80,2,1.7,16,2
125,12,66,3,6.3,16,1
137,6,87,3,12.3,19,1
105,23,90,2,8.5,20,2
137,21,97,1,11.6,20,1
317,40,96,3,12,15,4
171,17,77,3,7.6,18,1
116,9,65,3,12.3,21,1
128,6,91,2,10.1,15,1
213,26,70,2,4.3,19,2
105,4,77,2,6.1,17,1
111,31,78,2,13.5,20,2
121,3,80,2,8.1,15,1
147,20,83,1,16,22,1
149,32,84,3,8,19,1
184,26,62,4,9.1,21,1
154,20,83,2,8.3,22,1
214,14,66,2,11.1,19,1
124,3,88,2,0,18,1
150,25,78,2,14.9,17,2
134,30,61,3,5.5,15,4
158,14,76,2,15.4,19,2
147,7,77,2,7.7,17,1
118,0,92,1,7.6,22,1
238,16,90,4,9,18,2
175,19,88,3,12.5,21,2
110,29,91,3,10,22,2
167,25,83,2,8.7,22,2
190,24,92,4,0.7,19,2
328,29,100,2,12.8,18,2
176,14,72,3,12.8,17,3
136,29,96,1,8.9,18,4
247,27,75,2,10.5,15,2
221,4,96,4,10,18,1
157,12,69,3,4.7,21,1
234,17,94,2,20,16,3
114,10,98,2,13.7,16,1
141,22,80,2,19.3,16,3
179,19,82,3,16,16,1
163,18,89,4,0,15,2
101,25,77,2,7.7,22,3
201,16,100,1,4.8,19,3
125,32,83,2,10.9,16,3
177,14,81,2,6.1,22,1
147,18,77,1,19.3,20,1
252,24,80,3,3.8,16,2
117,16,75,2,14.8,21,2
186,25,82,3,12.6,19,1
200,26,81,2,7.1,16,2
169,12,78,3,8.4,20,1
143,7,100,1,9.9,19,1
144,40,73,2,17.3,16,5
139,12,83,2,9.9,20,1
102,20,85,4,5.9,22,2
175,5,90,3,12.7,19,1
245,23,88,4,2.5,19,2
129,15,79,4,14.9,17,1
220,28,91,5,9.5,18,2
198,0,88,3,1.9,19,1
165,20,81,4,13.6,16,1
132,6,67,3,5.1,15,1
245,28,84,4,0,19,1
277,19,80,5,8,16,1
110,7,74,2,13.4,22,1
201,19,86,2,13.6,19,2
126,6,85,2,3.8,17,2
120,11,98,2,4,15,3
151,7,78,3,2.8,15,2
192,4,93,4,10,16,1
160,28,86,2,4.8,18,2
249,14,100,3,9.4,21,1
231,23,93,3,13.9,17,1
240,32,79,3,3.5,18,3
232,19,72,1,1,15,1
104,6,83,2,16,21,1
111,16,75,3,16,20,1
156,28,74,4,10,15,2
175,9,72,1,5.1,21,1
197,20,87,2,15.5,20,2
176,4,99,3,8.8,22,1
252,22,85,1,12.2,22,2
183,21,90,2,6.3,22,2
187,13,84,1,13.9,18,1
132,12,69,4,6.5,20,3
249,13,96,2,10,20,1
115,15,70,4,15.4,19,1
211,32,87,4,9.3,22,3
138,7,79,2,20,22,1
195,16,94,2,12.6,18,1
146,22,73,2,8.6,20,2
186,32,89,2,18.9,18,2
212,9,79,3,20,20,1
195,20,81,2,20,19,1
135,19,50,3,3.6,22,3
204,21,100,3,10.1,19,1
240,3,94,3,12,20,1
181,25,77,2,5.1,19,1
206,36,76,3,11.7,17,5
168,20,79,2,8.7,15,3
215,14,94,3,9.4,20,3
189,16,67,3,12.2,15,1
122,31,80,2,9,19,4
178,28,100,4,6,20,2
124,21,70,2,11.5,20,2
222,27,88,4,11.8,22,3
180,14,100,3,11.7,19,1
192,19,91,2,20,22,1
118,14,82,2,9.1,17,2
155,23,88,2,16.4,17,2
122,29,77,2,7.3,16,2
132,26,94,1,10.9,18,3
117,2,77,1,10.1,21,1
131,18,63,3,6.9,15,1
116,21,77,3,15.3,20,1
169,25,75,3,8.2,15,1
133,10,79,2,9.1,22,1
167,40,81,3,11,22,4
187,9,96,3,14.6,17,1
190,11,92,3,6.8,18,1
160,21,86,2,6.5,17,3
179,39,85,1,9.4,21,5
198,14,76,2,15.2,20,1
139,14,61,2,13.1,21,2
234,34,89,3,9.6,22,3
149,17,90,1,6.7,22,1
116,12,80,4,18.7,16,1
205,27,81,2,12.5,22,2
119,17,85,2,12.6,20,2
108,23,79,3,11.1,16,3
160,30,99,1,16.8,16,4
219,26,99,2,10.6,20,1
196,24,95,2,11.3,20,2
169,21,91,2,15.3,17,3
146,22,70,2,10.9,18,2
225,24,94,4,12.2,20,3
153,18,87,3,7.7,19,1
230,35,94,4,13.9,15,4
194,35,90,3,9.3,19,2
231,11,92,2,13.5,22,1
239,25,100,1,12.4,18,2
247,19,88,1,7.7,21,1
226,21,96,3,8.2,20,1
131,20,77,2,12.6,17,1
295,36,99,3,10.1,17,4
225,23,96,2,16.9,20,1
198,4,89,5,2.6,17,1
119,6,97,1,7.1,16,1
185,29,77,3,6.5,16,2
227,0,83,3,17.6,16,1
362,40,98,4,11,19,5
148,22,91,3,12,22,4
199,34,88,4,19.6,20,4
118,13,93,2,6,20,1
230,6,82,4,1.9,21,1
136,20,71,3,0,15,2
125,27,84,2,15.9,17,1
183,29,84,3,9.3,17,3
203,16,91,2,2.9,19,1
137,17,82,2,11.7,21,1
189,16,82,2,12.7,21,1
127,8,81,3,20,20,2
107,23,80,2,4.9,15,2
117,4,78,1,10.7,15,2
249,18,87,2,12.9,19,2
259,17,86,1,7.6,17,3
198,8,94,2,8.9,18,1
243,27,90,3,8.4,21,3
152,28,100,2,11.3,18,2
155,16,85,4,1.9,15,1
238,11,83,3,10,21,1
209,30,100,3,1.3,22,3
182,36,89,1,7,15,2
120,9,90,2,8.8,17,1
243,21,94,2,9.8,15,2
272,32,96,2,3.9,22,3
103,28,85,1,10.2,19,1
207,18,76,1,14.4,18,3
134,4,85,1,15.4,21,1
217,29,74,4,7.4,18,4
248,33,87,3,13.8,15,4
242,25,82,2,9.6,19,2
205,17,90,3,4.2,22,1
166,28,87,4,8.5,20,2
111,19,85,2,14.4,15,4
201,15,89,3,2.5,15,2
128,16,76,1,7.7,20,1
206,10,84,2,4.4,22,1
213,29,95,3,20,19,2
266,25,100,5,7.3,19,2
255,22,78,4,4.8,16,1
105,14,65,3,2,21,2
223,24,80,3,16.9,18,3
123,23,91,3,4.4,15,1
239,30,100,4,0.9,17,4
174,18,76,1,20,15,3
123,22,84,1,8.1,15,2
243,29,100,3,6.1,17,5
242,21,92,1,10.9,20,1
206,21,100,2,12.1,18,2
133,15,91,2,7,16,2
134,21,73,2,13.6,19,1
141,14,80,2,11.5,16,1
217,20,87,2,5.4,15,2
191,39,86,3,0.8,15,4
241,34,97,3,6.5,21,3
152,11,87,2,9.5,17,2
190,26,57,1,12.5,20,3
196,22,73,4,14.9,17,1
129,19,61,2,4.8,15,1
162,20,85,1,10.9,16,2
156,29,85,3,4.3,21,2
106,17,83,1,12.4,16,1
191,20,76,2,13.1,18,2
191,30,92,3,7.7,20,4
249,28,96,3,9.6,22,3
181,21,73,5,16.1,15,2
124,18,67,2,1.2,20,1
127,15,81,3,13.7,19,2
319,32,100,2,3.7,19,2
210,17,100,2,5.3,16,2
186,14,90,2,16.3,17,1
160,9,76,1,15.3,17,1
233,12,96,3,10.9,16,2
157,10,79,3,14.6,18,1
181,19,77,3,1.1,15,1
244,26,68,3,10.3,22,3
177,17,85,2,5.4,19,2
218,2,81,4,6.9,16,1
178,34,85,4,8.6,20,2
173,29,62,3,9.8,17,2
118,19,82,3,4.3,15,2
184,38,62,3,14.1,19,4
177,11,95,3,1.1,18,2
209,40,91,2,16.2,16,4
121,6,78,2,6.6,15,2
240,27,94,3,16.5,20,2
147,6,73,3,11.9,19,1
153,18,84,2,9.7,18,1
139,20,90,1,12.9,17,2
193,20,56,2,10.7,15,2
101,20,75,3,17.9,20,1
173,20,84,1,15,22,1
154,13,81,1,7.7,16,1
159,13,97,3,10,19,1
105,21,69,2,14.3,21,1
239,19,82,3,2.5,22,2
195,30,67,1,16,21,1
132,27,96,2,12.3,17,3
131,1,79,3,13,20,1
107,24,76,1,7.6,20,2
197,40,85,4,9.5,22,4
186,23,91,2,10.4,17,1
170,25,87,3,19.5,19,2
153,27,100,2,5.8,19,2
124,13,85,1,11.6,19,2
161,20,79,2,9.5,15,2
223,12,82,3,13.3,16,1
121,16,77,2,15.2,17,2
107,19,66,3,3,21,1
284,33,92,5,17.9,18,3
137,26,89,1,15.8,19,3
136,9,76,1,2.8,21,1
139,12,74,1,7.1,16,1
178,37,99,2,11.6,18,3
116,13,67,3,4.2,15,1
151,19,63,3,7.9,22,2
192,20,74,2,8.6,17,1
248,18,74,3,8,16,3
120,30,85,3,8.2,21,2
168,14,80,4,7.5,22,2
262,17,88,3,0,16,1
156,14,94,1,11.2,17,1
107,0,74,2,11.5,17,1
248,20,96,4,15.5,20,2
110,5,95,2,10.9,21,1
124,21,77,3,1,19,1
224,18,94,3,4.4,21,2
135,24,80,1,13.2,22,2
189,33,94,2,9.7,17,2
239,32,73,3,15.9,16,3
103,12,64,3,15.7,19,1
111,16,77,1,9.9,21,2
212,9,78,3,12.1,17,1
186,19,80,3,15.2,22,1
179,12,83,4,7.4,18,1
192,27,92,3,10.2,21,2
196,40,82,1,17.8,18,4
238,29,80,4,19.9,17,2
154,0,80,4,13.1,20,1
161,15,76,3,18.2,21,2
172,21,75,2,19.6,16,2
176,21,69,1,4.2,19,1
135,10,83,1,10.9,20,1
143,19,77,4,11.7,19,2
212,11,96,2,10.5,19,1
127,7,68,2,16.3,15,1
114,20,75,2,8.5,22,3
214,14,100,2,10.2,17,1
241,30,80,4,13.1,20,1
172,7,82,2,13.1,15,1
231,40,76,4,15.6,20,4
190,14,73,3,11.9,15,1
184,18,100,4,11.1,18,1
153,21,85,4,12.4,19,2
127,11,83,2,10.2,15,1
198,23,70,2,10.1,21,3
170,24,87,3,8.8,16,2
166,28,95,2,5.3,17,2
138,24,93,1,7.3,22,2
249,24,95,4,4.3,16,2
107,13,69,2,15,22,2
190,40,88,1,12.4,19,4
180,29,91,1,6.6,18,3
126,7,64,1,7.1,16,1
122,16,70,3,14,16,1
163,16,92,2,7,20,1
192,20,94,2,14.6,21,2
115,4,66,3,8.2,15,1
218,19,95,2,9.6,16,1
107,30,81,3,17.8,18,3
152,23,90,2,12.4,22,3
199,0,80,3,0,22,1
243,36,95,1,8.2,16,4
216,33,95,2,0,16,2
238,22,85,3,16.7,22,3
111,21,81,1,6.8,22,2
117,7,75,3,20,19,2
105,10,96,4,10.7,20,1
142,30,81,3,7.1,18,3
233,22,79,4,5.1,16,2
204,5,79,3,13.7,19,2
107,13,81,2,5.4,17,1
189,20,92,3,12.6,16,3
230,35,75,5,10.2,16,3
155,18,100,2,12.4,19,1
191,17,88,2,15.6,20,1
119,24,85,1,2.6,22,1
108,15,79,2,10.5,19,2
192,14,86,2,4.2,21,2
145,28,81,4,5,19,4
107,16,90,2,15.7,22,1
150,18,83,3,4,16,3
236,26,95,3,6.7,15,1
174,10,80,1,15.3,22,2
132,11,84,1,8.1,22,2
243,25,81,2,14.5,22,3
170,17,96,3,1.8,15,2
222,35,79,3,5.3,19,4
106,16,77,3,11.1,15,1
202,30,83,1,3.2,17,3
219,23,84,3,17.6,22,2
143,27,89,1,14.2,15,2
129,19,78,3,11.8,15,1
109,14,93,3,0,16,1
117,15,73,1,16.1,20,3
190,12,87,4,18.5,15,1
248,30,82,5,16.6,19,2
186,20,89,3,5.2,21,3
210,18,86,3,12.6,16,4
161,29,82,2,10.9,21,4
199,10,97,2,5.8,15,1
153,14,77,2,11,21,1
139,26,88,3,9.3,22,4
181,23,77,1,7.2,17,2
163,18,85,1,12.3,16,1
255,29,78,3,10,20,2
247,27,83,3,8,16,3
147,4,82,2,5.8,16,1
148,14,100,1,14.3,15,2
244,40,90,3,20,20,3
154,12,99,1,6.7,19,1
235,22,90,3,4.6,18,3
123,10,77,4,9.5,20,1
106,13,95,3,9.3,18,2
216,18,91,1,12.4,18,1
170,24,78,1,7.5,15,1
223,25,92,3,5.1,17,3
261,34,87,2,8.8,16,5
167,9,65,1,0,16,2
156,15,92,3,18.2,21,1
218,21,97,3,8.7,20,3
138,21,99,3,16.4,19,2
232,17,92,3,4.9,21,2
170,28,82,2,18.1,20,3
228,35,96,2,16.2,16,5
212,14,95,3,12.8,19,2
114,10,96,4,9.3,20,1
133,11,81,2,13.5,15,1
210,40,85,2,12.6,18,3
115,11,74,1,11.5,20,1
136,32,87,1,11.6,21,3
143,6,68,2,2.7,19,1
170,10,91,1,6.5,19,1
176,14,90,3,11.6,16,1
140,9,88,3,0,15,1
187,18,86,1,7.3,18,2
125,9,96,1,15.5,15,1
238,17,97,3,8,18,2
128,26,76,2,7.7,17,4
201,33,80,3,13.2,15,2
157,27,75,2,15.6,17,2
156,23,88,4,9.7,18,3
191,22,76,2,11.6,19,1
172,15,94,2,2.4,22,1
200,13,98,2,5.9,22,1
117,18,72,3,13.9,17,1
110,4,79,2,8.5,21,1
176,11,85,3,3.5,21,1
164,29,92,3,17.2,18,3
267,40,100,1,14.2,18,4
280,32,75,2,8.9,21,2
154,28,80,1,10,22,3
335,31,92,3,8.5,17,1
152,6,70,2,11.8,20,1
124,21,77,3,12.2,15,1
185,26,89,4,7.9,20,3
235,25,85,3,3.5,22,2
120,13,66,2,13,19,1
188,29,100,2,0,22,3
138,8,85,2,0.4,18,1
263,20,91,3,2.2,15,4
216,14,77,4,6.4,18,2
215,24,89,4,0,18,3
183,10,83,1,11.4,22,1
107,8,62,2,15,21,2
188,14,75,4,12.5,18,1
165,16,91,2,15.2,15,1
173,6,100,4,9.4,16,1
145,18,86,2,8.8,19,2
112,26,91,2,9.6,19,2
225,25,86,2,9.5,16,2
213,37,86,2,8.9,18,2
162,31,94,3,1.2,16,3
198,29,100,3,6.6,20,3
213,23,99,3,4.8,17,2
293,30,82,2,7.7,17,2
116,22,80,2,18.9,15,2
184,17,88,4,19.2,15,1
183,3,82,4,0,17,1
233,29,92,3,12.1,20,4
242,15,96,1,12.4,20,2
199,13,95,3,8.5,16,1
142,17,98,2,7.5,22,1
226,23,84,4,6,21,1
136,4,69,3,1.3,22,1
255,28,93,2,1.4,20,1
187,29,100,3,14,22,3
178,10,80,4,5,15,1
150,29,89,2,12.2,21,1
169,5,91,1,10.7,16,1
164,38,85,1,15.7,15,3
135,13,82,2,19.1,22,2
237,26,79,2,9.5,19,1
141,0,61,3,15.2,16,1
170,19,74,1,5.3,17,2
151,20,79,4,11.7,17,1
112,14,91,1,9.1,20,1
157,13,82,5,3.2,21,1
208,14,81,4,17.2,15,1
154,28,75,2,13.9,16,2
209,23,93,1,8.7,18,1
114,29,93,2,9,21,2
130,11,92,2,4.8,22,1
155,14,89,1,5.8,17,1
214,30,73,3,9.1,17,2
227,9,84,2,7.9,16,1
146,6,100,2,8.6,16,1
170,29,95,2,17.5,15,1
217,13,72,2,10.3,22,1
187,4,85,5,8.6,22,1
183,37,88,2,7.5,20,2
125,3,74,3,15.2,20,1
229,26,66,3,15.9,18,3
210,23,87,3,10.8,22,1
100,0,72,2,0.7,21,1
184,18,77,3,14.1,17,1
186,25,82,3,3.9,16,2
167,22,83,3,2,22,1
121,23,81,2,10.3,17,1
100,10,71,2,14.3,21,1
232,31,86,2,6.7,22,2
135,10,65,2,9.4,18,1
223,11,90,3,13.9,20,1
154,6,56,3,13.6,22,1
123,2,78,2,8.2,20,1
153,27,92,2,5.4,21,2
179,6,75,2,11.6,19,1
200,24,93,2,10.1,19,1
234,22,99,3,5.9,18,1
136,15,51,2,11.3,16,1
153,30,82,3,11.7,19,1
127,12,54,3,14.4,21,1
102,19,79,1,14.7,21,1
241,25,88,3,0,16,2
246,24,65,3,10.2,15,2
231,40,100,5,2.4,17,4
131,3,84,2,1.8,21,1
100,25,72,3,11.7,22,2
101,19,94,2,8.9,15,2
170,15,67,1,9.5,22,1
108,29,69,2,18.9,21,2
148,1,61,3,18.2,21,1
183,16,100,2,9.6,19,1
199,11,89,1,11.9,19,1
244,29,95,3,0,16,2
240,15,91,2,10.5,19,1
117,19,86,2,0.6,16,1
142,15,83,4,12.8,18,3
255,22,92,4,0,19,3
246,29,90,4,6.6,18,4
204,20,80,2,6.8,18,1
136,7,81,2,13,20,1
136,40,85,1,7.4,17,1
275,24,92,2,0.2,20,2
171,0,70,2,10.8,16,1
232,17,75,2,11.1,18,1
119,4,91,3,11.8,17,1
323,39,91,1,0.1,19,2
236,28,94,4,4.9,19,2
188,24,75,4,2.4,18,2
223,20,73,3,7.9,20,1
132,14,74,1,10.2,19,1
172,16,82,1,7.8,16,1
109,13,74,2,5.2,21,2
184,28,97,3,11.1,19,2
114,18,82,2,3.6,15,1
168,24,100,1,8.2,19,1
121,20,85,3,20,18,2
186,29,62,4,5.3,17,1
222,26,97,3,16,16,4
190,24,71,3,5.4,16,4
133,27,84,1,5.8,17,4
159,12,76,2,8.5,16,1
232,17,100,3,6.6,22,1
205,11,100,3,4,20,1
233,26,81,2,11.9,18,1
192,4,84,2,5.7,18,1
135,21,84,2,4.5,17,1
214,22,95,2,0.6,18,2
235,35,88,3,15,15,2
227,18,78,1,7.3,18,2
179,18,78,2,14.8,16,2
215,33,87,3,14.7,17,3
141,29,94,2,8.5,20,1
267,21,94,3,8.6,15,1
138,18,75,2,4.5,18,2
138,19,88,2,12.1,15,1
114,18,77,2,11.3,22,1
160,16,92,3,9.1,19,1
186,32,100,1,14.3,19,2
147,0,79,3,14,15,1
160,15,91,2,4.4,19,1
183,24,78,4,12.7,19,2
100,18,79,1,4.7,19,3
114,27,81,1,7.5,22,2
230,35,86,3,17.3,20,3
116,12,100,3,7.9,21,1
112,26,78,1,8,21,3
127,9,87,1,8.3,20,1
234,33,70,3,10.1,22,4
163,35,88,2,14.9,22,2
172,30,95,4,3.1,17,2
120,16,76,2,11.1,17,2
149,14,59,1,14.8,19,2
129,2,81,3,8.1,16,1
210,25,87,4,13.4,19,2
172,9,91,3,14.9,19,1
100,6,99,3,12.7,19,1
224,13,84,4,12.8,16,1
185,16,77,2,14.5,16,2
173,19,73,3,5.9,20,1
173,22,86,1,10.6,19,1
169,14,89,3,3.6,18,1
229,34,83,3,13.8,20,1
241,23,96,4,18.1,15,2
200,15,90,4,8.9,22,1
147,19,83,3,0.8,17,2
114,32,72,2,7.9,15,2
107,17,76,3,0,17,1
168,16,61,3,8.4,21,1
246,12,91,3,8,20,1
210,21,87,4,20,15,3
219,25,89,4,7.3,20,1
181,17,90,2,9,22,1
209,7,90,3,11.7,16,1
129,8,80,2,11.2,21,2
130,29,82,1,10.8,21,2
167,32,71,2,11,19,3
169,11,78,4,0,22,1
225,30,88,2,11.3,17,2
116,4,74,4,9.7,19,1
150,30,91,3,12.3,19,1
278,30,85,4,4.9,20,4
129,24,84,3,9.6,21,2
174,4,85,2,11.4,16,1
125,22,88,2,20,17,4
224,24,96,4,8.2,21,1
125,23,88,2,12.1,18,2
235,33,68,4,9.6,16,2
112,15,92,1,16.7,19,1
165,13,98,1,2.8,20,1
127,23,77,4,6.1,22,1
240,25,91,3,2,17,2
220,15,79,2,3.6,16,1
197,13,67,4,6.7,16,1
140,3,75,3,16.2,18,1
195,17,80,3,0.3,21,2
127,26,78,2,15.2,21,2
250,27,80,3,10.5,15,2
203,17,79,3,6.1,17,2
109,21,80,3,6.8,17,3
367,28,89,3,5,17,1
244,26,94,3,11.3,17,4
134,15,88,2,13.5,21,1
140,24,100,3,0,15,4
117,1,91,3,10.8,21,1
113,7,83,1,11.5,16,1
153,3,77,2,13.9,16,1
239,23,91,2,8,21,1
329,40,97,4,7.3,20,5
118,10,76,3,10.7,15,1
107,9,88,2,8.8,16,1
166,27,71,2,1.1,15,1
185,30,83,3,12.9,15,2
216,22,92,3,9.3,22,1
108,20,77,1,14,16,1
120,5,79,1,9.1,20,1
231,37,87,1,12.3,21,2
234,40,80,4,12,21,4
174,24,95,3,17.4,22,2
103,0,70,2,10.3,21,1
139,12,85,3,8.2,16,1
229,30,92,2,0,15,3
190,17,76,1,7.4,18,2
219,35,88,3,11.8,19,1
110,20,72,2,17.6,17,2
258,20,100,1,15.3,15,2
172,20,73,3,16.6,22,2
125,7,75,2,0.9,16,1
176,18,73,2,8.5,20,2
157,13,70,2,13.2,22,2
218,34,100,1,14.4,15,3
176,39,90,2,14.3,22,2
165,6,85,2,13.2,16,1
185,3,79,3,3.1,15,1
172,17,93,2,10.2,21,1
183,7,77,3,17.3,16,1
232,25,95,1,0,18,2
129,23,73,1,16.3,20,1
246,39,83,3,12.2,21,5
251,28,96,3,2.5,19,2
242,23,97,4,7.1,22,3
102,0,85,1,13.2,16,1
183,21,75,3,16.2,20,3
179,21,80,2,14.9,18,1
148,23,84,2,14.9,19,3
148,11,75,3,10.2,21,2
132,12,95,3,9.5,22,1
175,6,62,3,10.7,16,1
191,0,78,5,10,17,1
213,13,82,4,14.9,15,1
144,3,55,2,8.8,22,1
170,22,71,3,3.5,15,1
241,20,94,3,10.1,21,3
145,12,83,4,11.2,15,1
143,8,97,3,9.9,21,2
194,0,100,2,4.1,16,1
151,31,87,3,14.8,17,3
156,9,86,1,2.8,22,2
121,11,82,2,8.4,17,1
171,6,59,2,9.9,17,1
172,28,71,1,3.8,20,2
186,22,86,3,15.9,19,1
160,11,89,3,7.5,20,1
115,11,83,3,8.4,22,1
160,34,75,2,14.9,21,4
221,23,96,2,7.1,16,2
153,16,97,1,8.8,18,3
181,12,94,2,10.8,19,1
181,3,94,2,5.5,16,1
148,16,77,3,13.2,17,2
164,22,94,3,8.7,20,4
276,38,92,2,9.6,16,4
104,0,85,1,13.9,17,1
156,8,87,2,7.6,18,1
114,9,79,1,11.7,17,1
175,20,76,3,17.5,19,1
136,15,81,2,19.6,16,1
240,24,98,3,5.2,22,2
201,26,82,4,15.9,15,1
184,12,93,3,8.5,17,1
262,35,97,3,8.8,22,2
216,27,84,3,11.4,22,2
164,16,97,3,0.1,17,2
150,32,79,3,9.3,22,3
139,31,96,3,6.5,15,2
178,28,89,2,8.5,22,1
295,2,92,3,9.9,19,1
123,30,73,2,10.6,18,3
240,32,88,2,1.8,20,2
219,40,85,2,3.9,18,4
174,31,72,4,0,19,3
117,29,79,4,9.5,16,4
162,27,76,4,14.6,21,3
111,27,86,1,12.9,21,2
110,32,93,1,16.8,18,3
149,19,71,1,6.3,20,1
188,6,100,3,12.8,22,1
195,19,84,1,20,22,1
250,29,80,2,0,20,3
207,23,94,4,12.5,21,2
198,10,82,4,12.7,20,1
108,0,79,2,2.2,19,1
149,11,79,2,16.4,20,2
101,21,72,3,5,17,2
200,36,93,4,12.7,20,4
188,29,82,2,16.6,15,2
189,30,72,2,1.1,16,1
215,22,92,2,4.8,22,1
123,0,70,1,5.8,16,1
114,10,70,2,8.8,20,1
283,26,100,3,5.7,17,3
209,18,75,2,15.9,22,1
248,26,67,4,8.6,22,1
272,32,96,4,13.7,18,2
162,26,81,3,17.2,16,2
228,22,86,2,7.3,15,3
231,7,85,1,3.4,17,1
189,16,87,3,11.8,16,1
186,21,78,2,10.9,21,3
214,34,100,2,15.4,20,3
165,14,70,1,10,22,1
123,20,85,2,6.7,17,2
110,17,86,4,6.6,18,1
114,15,73,2,7.8,20,1
276,36,81,2,12,19,2
227,18,97,3,12.7,17,1
194,16,76,3,5.7,18,1
162,18,78,1,6,16,1
192,15,94,3,10.7,22,2
287,34,92,5,10.9,16,4
205,16,69,1,3.7,22,1
263,29,100,2,10.9,18,2
173,19,79,1,6.2,16,3
214,25,83,3,10.3,22,2
240,21,91,4,14.6,21,2
247,23,95,3,1,21,1
127,17,100,4,9.9,16,1
166,21,68,3,13.7,16,2
178,20,92,4,17.1,18,1
236,40,95,4,15.9,20,5
167,10,83,2,12,18,1
191,20,93,3,0,17,3
244,11,98,2,12.2,15,1
243,29,76,3,1.8,19,2
150,7,99,2,10.9,20,1
193,19,71,3,15.8,21,2
121,12,70,3,13,20,1
249,28,87,3,15.7,16,2
170,14,100,2,14.4,21,1
171,14,81,2,14.5,15,2
122,28,81,3,20,22,4
156,21,97,1,2.4,21,2
230,19,85,3,8.3,20,4
112,12,69,3,14.2,15,1
134,31,78,3,9.3,21,3
230,22,100,3,13.7,18,1
231,18,89,3,20,18,1
114,8,99,1,0,15,1
105,9,87,1,9.8,18,1
184,15,79,2,12.9,17,1
151,6,83,3,20,17,1
127,5,73,3,18.1,19,1
197,14,79,3,1.3,19,1
213,28,100,4,1.9,22,2
114,11,90,4,6.8,20,2
172,18,92,3,15.7,20,2
197,33,80,4,2,19,3
217,35,100,2,7.2,20,2
150,15,93,1,6.9,16,1
152,12,100,3,7.9,17,1
169,11,100,1,17.7,16,2
157,24,69,2,16.3,17,1
212,21,76,3,12.2,20,1
150,14,73,4,7,15,1
190,14,76,2,16.9,21,1
123,8,84,2,11.4,16,1
127,19,76,2,11.4,22,3
181,8,100,2,5.9,22,1
241,34,100,3,5.8,22,2
167,14,84,2,15.2,19,1
160,17,100,2,2.7,17,2
167,7,98,3,16,20,1
230,24,84,2,3.8,19,1
101,11,61,1,13.6,18,1
148,17,81,2,9.4,17,3
207,36,80,1,8.5,20,2
188,22,87,3,8.8,20,1
100,6,81,3,7.3,17,1
238,18,89,4,7.3,19,2
167,24,89,2,6.1,21,1
214,35,75,2,7.2,19,4
182,23,89,3,16.4,22,2
189,27,81,3,8.4,22,4
177,25,86,3,12.8,19,1
182,33,94,4,15.6,17,3
230,7,76,3,10.9,15,1
130,22,79,2,9.5,18,2
187,30,84,2,8.6,20,2
122,3,76,1,5.1,21,1
239,17,97,4,2.6,22,2
140,9,75,2,8.6,19,1
174,13,79,3,7.3,22,2
216,19,80,5,9,20,2
190,23,96,2,5.9,15,2
178,28,80,1,7.5,21,1
210,32,91,3,9.9,20,4
189,13,100,3,0,19,2
123,8,80,1,13.3,22,1
103,26,90,2,3.3,22,2
117,21,97,3,17.5,17,2
132,17,91,1,6.3,15,1
109,18,80,2,3.3,22,1
130,16,88,4,20,21,1
102,18,68,1,10.1,20,1
113,11,73,2,7,17,1
114,17,75,1,9.3,16,3
177,6,100,1,8,19,1
170,13,76,3,9.3,18,1
123,9,73,3,16.1,15,1
237,21,78,2,0,16,1
238,16,94,3,11.9,19,1
125,11,83,2,8.3,16,1
203,8,96,4,13,15,1
100,18,86,1,20,18,2
185,20,72,3,14.6,15,1
158,3,76,2,17.6,21,1
135,9,95,2,4.8,18,1
189,24,83,3,12.9,21,3
112,10,92,2,13.3,21,1
174,13,83,3,15.4,22,2
205,21,77,3,9.2,20,2
355,38,93,3,11.7,21,4
136,3,73,2,5.3,21,1
249,31,84,3,7.6,17,1
146,10,84,3,13.2,19,1
157,18,88,1,5.8,16,1
197,21,71,2,9.7,21,1
241,20,88,2,9.2,22,2
180,11,79,2,17.4,17,1
159,16,77,2,10.5,21,3
